provider,api_type,url,access,collection_id,collection_title,collection_assets,notes,product_count,theme_labels,theme_scores
stac.terrascope.be,stac,https://stac.terrascope.be,public,climtag-precipitation-annual,CLIMTAG Precipitation Annual,[],CLIMTAG annual precipitation product.,,"['climate', 'agriculture', 'precipitation', 'annual']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,climtag-precipitation-dekadal,CLIMTAG Precipitation Dekadal,[],CLIMTAG dekadal precipitation product.,,"['climate', 'agriculture', 'precipitation', 'dekadal']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,cop-dem-glo-30m-cog,Copernicus Global 30 meter Digital Elevation Model dataset in COG format,['thumbnail'],"The Copernicus DEM is a Digital Surface Model (DSM) which represents the surface of the Earth including buildings, infrastructure and vegetation. GLO-30 provides worldwide coverage at 30 meters (refers to 10 arc seconds). Note that ocean areas do not have tiles, there one can assume height values equal to zero. Data is provided as Cloud Optimized GeoTIFFs. Note that the vertical unit for measurement of elevation height is meters. The Copernicus DEM GLO-30 is distributed by OpenTopography and cor",,"['vito', 'terrascope', 'copernicus', 'esa', 'radar', 'dem', 'dsm', 'elevation', 'tandem-x', 'terrasar-x', 'tdx', 'tsx']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,cop-dem-glo-90m-cog,Copernicus Global 90 meter Digital Elevation Model dataset in COG format,['thumbnail'],"The Copernicus DEM is a Digital Surface Model (DSM) which represents the surface of the Earth including buildings, infrastructure and vegetation. GLO-90 provides worldwide coverage at 90 meters (refers to 30 arc seconds). Note that ocean areas do not have tiles, there one can assume height values equal to zero. Data is provided as Cloud Optimized GeoTIFFs. Note that the vertical unit for measurement of elevation height is meters. The Copernicus DEM GLO-90 is distributed by OpenTopography and cor",,"['vito', 'terrascope', 'copernicus', 'esa', 'radar', 'dem', 'dsm', 'elevation', 'tandem-x', 'terrasar-x', 'tdx', 'tsx']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,corsa-majorTom-Flanders,,[],CORSA embeddings for the Major-Tom Flanders S2 images with 10 bands (excluding 60m bands),,"['CORSA', 'corsa', 'Major-Tom', 'Major Tom', 'embeddings']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,cropsar2d-fapar-nrt,CropSAR-2D Near Real Time Fraction Absorbed Photosynthetically Radiation (FAPAR),['thumbnail'],"The CropSAR-2D Near Real Time collection is the Sentinel-2 data cloud-free with a regularity of five-day intervals.The collection currently offers only FAPAR products.FAPAR corresponds to the fraction of photosynthetically active radiation absorbed by the canopy. The FAPAR value results directly from the radiative transfer model in the canopy which is computed instantaneously. It depends on canopy structure, vegetation element optical properties and illumination conditions. FAPAR is very useful ",,"['FAPAR', 'CropSAR-2D', 'Sentinel-2', 'Sentinel-1', 'VITO', 'openEO', 'Copernicus Data Space Ecosystem', 'Earth Observation', 'Remote Sensing', 'Vegetation Index']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcereal-activecropland-10m-2021-v1,ESA WorldCereal products for active cropland per agro-ecological zone - V1,['thumbnail'],"The WorldCereal active cropland products provide binary maps for all growing seasons as defined by the WorldCereal global crop calendars, showing where active cropland has been detected. Seasonal active cropland is defined by the WorldCereal system as actively cultivated cropland during a specific growing season. In order for a pixel to be labeled as active during a particular growing season, a full crop growth cycle (sowing, growing, senescence and harvesting) needs to take place within the des",,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcereal', 'agriculture', 'cropland', 'sentinel-2']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcereal-irrigation-10m-2021-v1,ESA WorldCereal products for active irrigation per agro-ecological zone - V1,['thumbnail'],"The WorldCereal active irrigation products provide binary maps for all growing seasons as defined by the WorldCereal global crop calendars, showing where active irrigation has been detected. Seasonally actively irrigated cropland is defined by the WorldCereal system as a piece of land that is extensively irrigated during a specific growing season where, without irrigation applied at regular intervals, crop growth would be significantly reduced or impossible. Incidental irrigation, such as irriga",,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcereal', 'agriculture', 'landsat-8', 'tir', 'sentinel-2', 'irrigation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcereal-maize-10m-2021-v1,ESA WorldCereal products for maize per agro-ecological zone - V1,['thumbnail'],"The WorldCereal maize products provide binary maps for the maize growing seasons as defined by the WorldCereal global crop calendars, showing where maize is grown. The WorldCereal maize products were generated within the respective annual temporary crops mask.",,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcereal', 'agriculture', 'sentinel-1', 'sentinel-2', 'maize']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcereal-springcereals-10m-2021-v1,ESA WorldCereal products for springcereals per agro-ecological zone - V1,['thumbnail'],"The WorldCereal spring cereals products provide binary maps for the spring cereals growing season as defined by the WorldCereal global crop calendars, showing where spring cereals are grown. This season describes the spring cereals season in northern latitudes. Spring cereals include wheat, barley and rye, which belong to the Triticeae tribe. These crops were grouped together because their spectral signatures and growing seasons were too similar to reliably distinguish them at a global scale. Th",,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcereal', 'agriculture', 'sentinel-1', 'sentinel-2', 'springcereals']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcereal-temporarycrops-10m-2021-v1,ESA WorldCereal products for temporary crops per agro-ecological zone - V1,['thumbnail'],"The WorldCereal annual temporary crops products identify land used for crops with a less-than-one-year growing cycle which must be newly sown or planted for further production after the harvest. Sugar cane, asparagus and cassava are also considered as temporary crops, despite the fact that they remain in the field for more than one year. The WorldCereal temporary crops products exclude perennial crops as well as (temporary) pastures. These products are generated once a year, the period being def",,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcereal', 'agriculture', 'sentinel-1', 'sentinel-2', 'cropland']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcereal-wintercereals-10m-2021-v1,ESA WorldCereal products for wintercereals per agro-ecological zone - V1,['thumbnail'],"The WorldCereal winter cereals products provide binary maps for the winter cereals growing season as defined by the WorldCereal global crop calendars, showing where cereals are grown. This season describes the main cereals season in a region. Cereals include wheat, barley and rye, which belong to the Triticeae tribe. These crops were grouped together because their spectral signatures and growing seasons were too similar to reliably distinguish them at a global scale. The WorldCereal winter cerea",,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcereal', 'agriculture', 'sentinel-2', 'wintercereals']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcover-map-10m-2020-v1,"ESA WorldCover Global Land Cover Map for 2020, at 10 meter resolution in COG format",['thumbnail'],"ESA WorldCover 2020 is a global Land Cover Map for 2020 at 10 meter resolution. It is released in COG format in 3 x 3 degree latlon tiles. The map for 2020 was produced using v100 of the algorithm. WorldCover provides the first global land cover products for 2020 and 2021 at 10 m resolution, developed and validated based on Sentinel-1 and Sentinel-2 data.",,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcover', 'sentinel-1', 'sentinel-2']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcover-map-10m-2021-v2,"ESA WorldCover Global Land Cover Map for 2021, at 10 meter resolution in COG format",['thumbnail'],"ESA WorldCover 2021 is a global Land Cover Map for 2021 at 10 meter resolution. It is released in COG format in 3 x 3 degree latlon tiles. The map for 2021 was produced using v200 of the algorithm. WorldCover provides the first global land cover products for 2020 and 2021 at 10 m resolution, developed and validated based on Sentinel-1 and Sentinel-2 data.",,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcover', 'sentinel-1', 'sentinel-2']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcover-ndvi-10m-2020-v1,"ESA WorldCover Sentinel-2 yearly NDVI percentiles composite 2020, 10 meter COG format",['thumbnail'],The ESA WorldCover Sentinel-2 yearly NDVI percentiles composite is released per 1 x 1 degree tile.,,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcover', 'sentinel-2', 'composite']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcover-ndvi-10m-2021-v2,"ESA WorldCover Sentinel-2 yearly NDVI percentiles composite 2021, 10 meter COG format",['thumbnail'],The ESA WorldCover Sentinel-2 yearly NDVI percentiles composite is released per 1 x 1 degree tile.,,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcover', 'sentinel-2', 'composite']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcover-s1vvvhratio-10m-2020-v1,"ESA WorldCover Sentinel-1 GAMMA0 median composite 2020, 10 meter COG format",['thumbnail'],"3 bands, VV median, VH median, VH/VV median, Radiometric Terrain Corrected SAR Backscatter, power scaled.",,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcover', 'sentinel-1', 'composite']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcover-s1vvvhratio-10m-2021-v2,"ESA WorldCover Sentinel-1 GAMMA0 median composite 2021, 10 meter COG format",['thumbnail'],"3 bands, VV median, VH median, VH/VV median, Radiometric Terrain Corrected SAR Backscatter, power scaled.",,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcover', 'sentinel-1', 'composite']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcover-s2rgbnir-10m-2020-v1,"ESA WorldCover Sentinel-2 RGBNIR median composite 2020, 10 meter COG format",['thumbnail'],The ESA WorldCover Sentinel-2 RGBNIR median composite is released per 1 x 1 degree tile.,,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcover', 'sentinel-2', 'composite']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcover-s2rgbnir-10m-2021-v2,"ESA WorldCover Sentinel-2 RGBNIR median composite 2021, 10 meter COG format",['thumbnail'],The ESA WorldCover Sentinel-2 RGBNIR median composite is released per 1 x 1 degree tile.,,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcover', 'sentinel-2', 'composite']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcover-swir-10m-2020-v1,"ESA WorldCover Sentinel-2 yearly SWIR median composite 2020, 20 meter COG format",['thumbnail'],The ESA WorldCover Sentinel-2 yearly SWIR median composite is released per 1 x 1 degree tile. They are composed of a yearly median of the B11 and B12 20m SWIR bands. This offers additional information for the mapping of water and vegetation.,,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcover', 'sentinel-2', 'composite']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,esa-worldcover-swir-10m-2021-v2,"ESA WorldCover Sentinel-2 yearly SWIR median composite 2021, 20 meter COG format",['thumbnail'],The ESA WorldCover Sentinel-2 yearly SWIR median composite is released per 1 x 1 degree tile. They are composed of a yearly median of the B11 and B12 20m SWIR bands. This offers additional information for the mapping of water and vegetation.,,"['vito', 'copernicus', 'esa', 'land cover', 'environment', 'worldcover', 'sentinel-2', 'composite']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,geoinformed-bosmonitoring,Geo.Informed Bosmonitoring,[],Geo.Informed Bosmonitoring,,[],{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,geoinformed-bwk,Geo.Informed Biologische Waarderingskaart,[],Geo.Informed Biologische Waarderingskaart,,[],{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,geoinformed-bwk-sba,,[],Geo.Informed Biologische Waarderingskaart,,[],{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,geoinformed-vanggewassen,Geo.Informed Vanggewassen,[],Geo.Informed Vanggewassen,,[],{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,geoinformed-watervlakken-jaar,Geo.Informed Watervlakken per jaar,[],Geo.Informed Watervlakken per jaar,,[],{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,geoinformed-watervlakken-maand,Geo.Informed Watervlakken per maand,[],Geo.Informed Watervlakken per maand,,[],{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,lcfm-lcm-10,Annual Land Cover Map at 10 m resolution (LCFM),"['thumbnail', 'overview_equal_earth']",LCFM's LCM-10 is a global Land Cover Map for 2020 at 10 meter resolution. It is released in COG format in 3 x 3 degree latlon tiles.,,"['lcfm', 'land cover', 'global', 'environment', 'remote sensing', 'earth observation', 'sentinel-1', 'sentinel-2', 'sar', 'msi', 'copernicus', 'vito', 'jrc']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,majorTom-L2A-Flanders,,[],Major-Tom Flanders S2 L2A images with 12 bands (excluding B10 band),,"['Major-Tom', 'Major Tom', 'Flanders', 'L2A']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,opera-s1-rtc-static-v1,OPERA Radiometric Terrain Corrected SAR Backscatter from Sentinel-1 Static Layers (Version 1),"['thumbnail', 'metadata']","The Observational Products for End-Users from Remote Sensing Analysis (OPERA) Radiometric Terrain Corrected (RTC) SAR Backscatter from Sentinel-1 (S1) Static Layers (RTC-S1-STATIC) validated product contains static radar geometry layers associated with the OPERA RTC-S1 product. Due to the S1 mission’s narrow orbital tube, radar-geometry layers such as incidence angle, local incidence angle, number of looks, and RTC Area Normalization Factor (ANF) vary slightly over time for each position on the ",,"['OPERA', 'JPL', 'NASA', 'Sentinel-1', 'SAR', 'C-band', 'synthetic aperture radar', 'radiometric terrain correction', 'RTC', 'static layers', 'incidence angle', 'radar geometry', 'land surface', 'earth observation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,opera-s1-rtc-v1,OPERA Radiometric Terrain Corrected SAR Backscatter from Sentinel-1 (Version 1),"['thumbnail', 'metadata']","The Observational Products for End-Users from Remote Sensing Analysis (OPERA) Radiometric Terrain Corrected (RTC) SAR Backscatter from Sentinel-1 (S1) validated product consists of radar backscatter normalized with respect to the topography. The product maps signals related to the physical properties of ground scattering objects, such as surface roughness and soil moisture and/or vegetation. The OPERA RTC-S1 product is derived from Copernicus Sentinel-1 Interferometric Wide (IW) Single Look Comp",,"['OPERA', 'JPL', 'NASA', 'Sentinel-1', 'SAR', 'C-band', 'synthetic aperture radar', 'radiometric terrain correction', 'RTC', 'backscatter', 'gamma-0', 'land surface', 'earth observation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,sentinel-1-grd,Sentinel-1 Level-1 Ground Range Detected (GRD) products,['thumbnail'],"Level-1 Ground Range Detected (GRD) products consist of focused SAR data that has been detected, multi-looked and projected to ground range using an Earth ellipsoid model such as WGS84. The ellipsoid projection of the GRD products is corrected using the terrain height specified in the product general annotation. The terrain height used varies in azimuth but is constant in range. Ground range coordinates are the slant range coordinates projected onto the ellipsoid of the Earth. Pixel values repre",,"['vito', 'terrascope', 'copernicus', 'esa', 'sentinel', 'orthoimagery', 'sentinel-1', 'sentinel-1a', 'sentinel-1b', 'sentinel-1c', 'ground', 'c-sar', 'level-3', 'radar', 'radar backscatter']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,sentinel-1-slc,Sentinel-1 Level-1 Single Look Complex (SLC) products.,['thumbnail'],"Level-1 Single Look Complex (SLC) products consist of focused SAR data, geo-referenced using orbit and attitude data from the satellite, and provided in slant-range geometry. Slant range is the natural radar range observation coordinate, defined as the line-of-sight from the radar to each reflecting object. The products are in zero-Doppler orientation where each row of pixels represents points along a line perpendicular to the sub-satellite track. The products include a single look in each dimen",,"['vito', 'terrascope', 'copernicus', 'esa', 'sentinel', 'orthoimagery', 'sentinel-1', 'sentinel-1a', 'sentinel-1b', 'sentinel-1c', 'ground', 'c-sar', 'level-3', 'radar', 'radar backscatter']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,sentinel-2-l1c,Sentinel-2 Level-1C,['thumbnail'],"The Sentinel-2 Level-1C MSI (MultiSpectral Instrument) product contains Top-of-atmosphere reflectances in cartographic geometry and are a compilation of elementary granules of fixed size (100x100km²), containing all possible spectral bands within a single orbit.",,"['vito', 'terrascope', 'copernicus', 'esa', 'orthoimagery', 'sentinel-2', 'msi', 'level-1c']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,sentinel-2-l2a,Sentinel-2 Level-2A,['thumbnail'],"The Sentinel-2 Level-2A MSI (MultiSpectral Instrument) product contains atmospherically corrected Surface Reflectances in cartographic geometry and are a compilation of elementary granules of fixed size (100x100km²), containing all possible spectral bands within a single orbit.",,"['vito', 'terrascope', 'copernicus', 'esa', 'orthoimagery', 'sentinel-2', 'msi', 'level-2a']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,sentinel-2-ltmm-2017-2024,Sentinel-2 Long-Term Monthly Median (2017-2024),['thumbnail'],Sentinel-2 long-term monthly median data for the period 2017-2024.,,"['vito', 'terrascope', 'copernicus', 'esa', 'orthoimagery', 'sentinel-2', 'msi', 'level-2a']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-l1c-hdf-v2,"PROBA-V L1C: radiometrically corrected raw data, given per strip/camera, HDF format - Collection 2",['thumbnail'],"Radiometrically corrected Level 1B data (i.e. unprojected TOA reflectance), given per strip/camera. Pixel digital numbers are converted to radiance values. Image remains in raw sensor geometry (unprojected). The spatial resolution varies between 100 and 300 for VNIR and between 200 and 600 for SWIR.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-1', 'radiometry', 'environment', 'l1c', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-l2a-100m-cog-v2,"PROBA-V L2A: 100M projected segment data, COG format - Collection 2",['thumbnail'],"A Level2A product contains the projected Level1C data, i.e. radiometrically and geometrically corrected TOA reflectance values projected on a uniform grid, given per band/camera. The applied coordinate reference system is the Geographic Lat/Lon (EPSG:4326) projection with a spatial resolution of 100 m.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-2', 'radiometry', 'environment', 'l2a']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-l2a-100m-hdf-v2,"PROBA-V L2A: 100M projected segment data, HDF format - Collection 2",['thumbnail'],"A Level2A product contains the projected Level1C data, i.e. radiometrically and geometrically corrected TOA reflectance values projected on a uniform grid, given per band/camera. The applied coordinate reference system is the Geographic Lat/Lon (EPSG:4326) projection with a spatial resolution of 100 m.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-2', 'radiometry', 'environment', 'l2a', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-l2a-1km-cog-v2,"PROBA-V L2A: 1KM projected segment data, COG format - Collection 2",['thumbnail'],"A Level2A product contains the projected Level1C data, i.e. radiometrically and geometrically corrected TOA reflectance values projected on a uniform grid, given per band/camera. The applied coordinate reference system is the Geographic Lat/Lon (EPSG:4326) projection with a spatial resolution of 1 km.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-2', 'radiometry', 'environment', 'l2a']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-l2a-1km-hdf-v2,"PROBA-V L2A: 1KM projected segment data, HDF format - Collection 2",['thumbnail'],"A Level2A product contains the projected Level1C data, i.e. radiometrically and geometrically corrected TOA reflectance values projected on a uniform grid, given per band/camera. The applied coordinate reference system is the Geographic Lat/Lon (EPSG:4326) projection with a spatial resolution of 1 km.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-2', 'radiometry', 'environment', 'l2a', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-l2a-333m-cog-v2,"PROBA-V L2A: 300M projected segment data, COG format - Collection 2",['thumbnail'],"A Level2A product contains the projected Level1C data, i.e. radiometrically and geometrically corrected TOA reflectance values projected on a uniform grid, given per band/camera. The applied coordinate reference system is the Geographic Lat/Lon (EPSG:4326) projection with a spatial resolution of 333 m.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-2', 'radiometry', 'environment', 'l2a']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-l2a-333m-hdf-v2,"PROBA-V L2A: 300M projected segment data, HDF format- Collection 2",['thumbnail'],"A Level2A product contains the projected Level1C data, i.e. radiometrically and geometrically corrected TOA reflectance values projected on a uniform grid, given per band/camera. The applied coordinate reference system is the Geographic Lat/Lon (EPSG:4326) projection with a spatial resolution of 333 m.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-2', 'radiometry', 'environment', 'l2a', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toa-100m-cog-v2,PROBA-V S1 TOA 100 m COG - Collection 2,['thumbnail'],"PROBA-V S1 TOA 100 m COG: 100 m resolution best-quality daily synthesis, COG format. Maximum Value Compositing (MVC) is applied - Collection 2.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-3', 'radiometry', 'environment', 'toa', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toa-100m-hdf-v2,PROBA-V S1 TOA 100 m HDF - Collection 2,['thumbnail'],"PROBA-V S1 TOA 100 m HDF: Top Of Atmosphere reflectances, HDF format - Collection 2. Level 3 data products are variables mapped on uniform space-time grid scales and are the result of combining multiple scenes (e.g. S1/S10) to cover the user region of interest. This collection contains daily Top Of Atmosphere reflectances at 100m resolution.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'level-3', 'radiometry', 'environment', 'toa', 'vegetation', 'vgt']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toa-1km-cog-v2,PROBA-V S1 TOA 1 km COG - Collection 2,['thumbnail'],"PROBA-V S1 TOA 1 km COG: 1 km resolution best-quality daily synthesis, COG format. Maximum Value Compositing (MVC) is applied - Collection 2. Level 3 data products are variables mapped on uniform space-time grid scales and are the result of combining multiple scenes (e.g. S1/S10) to cover the user region of interest.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-3', 'radiometry', 'environment', 'toa', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toa-1km-hdf-v2,PROBA-V S1 TOA 1 km HDF - Collection 2,['thumbnail'],"PROBA-V S1 TOA 1 km HDF: Top Of Atmosphere reflectances, HDF format - Collection 2. Level 3 data products are variables mapped on uniform space-time grid scales and are the result of combining multiple scenes (e.g. S1/S10) to cover the user region of interest. This collection contains daily Top Of Atmosphere reflectances at 1km resolution.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'level-3', 'radiometry', 'environment', 'toa', 'vegetation', 'vgt']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toa-333m-cog-v2,PROBA-V S1 TOA 333 m COG - Collection 2,['thumbnail'],"PROBA-V S1 TOA 333 m COG: 333 m resolution best-quality daily synthesis, COG format. Maximum Value Compositing (MVC) is applied - Collection 2.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-3', 'radiometry', 'environment', 'toa', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toa-333m-hdf-v2,PROBA-V S1 TOA 333 m HDF - Collection 2,['thumbnail'],"PROBA-V S1 TOA 333 m HDF: Top Of Atmosphere reflectances, HDF format - Collection 2. Level 3 data products are variables mapped on uniform space-time grid scales and are the result of combining multiple scenes (e.g. S1/S10) to cover the user region of interest. This collection contains daily Top Of Atmosphere reflectances at 333m resolution.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'level-3', 'radiometry', 'environment', 'toa', 'vegetation', 'vgt']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toc-100m-cog-v2,PROBA-V S1 TOC 100 m COG - Collection 2,['thumbnail'],"PROBA-V S1 TOC 100 m COG: 100 m resolution best-quality daily synthesis, COG format. Data corrected for atmospheric effects with the SMAC algorithm - Collection 2.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-3', 'radiometry', 'environment', 'toc', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toc-100m-hdf-v2,PROBA-V S1 TOC 100 m HDF - Collection 2,['thumbnail'],"PROBA-V S1 TOC 100 m HDF: Data corrected for atmospheric effects with the SMAC algorithm, HDF format - Collection 2. Level 3 data products are variables mapped on uniform space-time grid scales and are the result of combining multiple scenes (e.g. S1/S10) to cover the user region of interest.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'level-3', 'radiometry', 'environment', 'toc', 'vegetation', 'vgt']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toc-1km-cog-v2,PROBA-V S1 TOC 1 km COG - Collection 2,['thumbnail'],"PROBA-V S1 TOC 1 km COG: 1 km resolution best-quality daily synthesis, COG format. Data corrected for atmospheric effects with the SMAC algorithm - Collection 2.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-3', 'radiometry', 'environment', 'toc', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toc-1km-hdf-v2,PROBA-V S1 TOC 1 km HDF - Collection 2,['thumbnail'],"PROBA-V S1 TOC 1 km HDF: Data corrected for atmospheric effects with the SMAC algorithm, HDF format - Collection 2. Level 3 data products are variables mapped on uniform space-time grid scales and are the result of combining multiple scenes (e.g. S1/S10) to cover the user region of interest.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'level-3', 'radiometry', 'environment', 'toc', 'vegetation', 'vgt']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toc-333m-cog-v2,PROBA-V S1 TOC 333 m COG - Collection 2,['thumbnail'],"PROBA-V S1 TOC 333 m COG: 333 m resolution best-quality daily synthesis, COG format. Data corrected for atmospheric effects with the SMAC algorithm - Collection 2.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-3', 'radiometry', 'environment', 'toc', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toc-333m-hdf-v2,PROBA-V S1 TOC 333 m HDF - Collection 2,['thumbnail'],"PROBA-V S1 TOC 333 m HDF: Data corrected for atmospheric effects with the SMAC algorithm, HDF format - Collection 2. Level 3 data products are variables mapped on uniform space-time grid scales and are the result of combining multiple scenes (e.g. S1/S10) to cover the user region of interest.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'level-3', 'radiometry', 'environment', 'toc', 'vegetation', 'vgt']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toc-ndvi-100m-cog-v2,PROBA-V S1 TOC NDVI 100 m COG - Collection 2,['thumbnail'],"PROBA-V S1 TOC NDVI 100 m COG: 100 m resolution best-quality daily synthesis, COG format. NDVI band only - Collection 2.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'vgt', 'level-3', 'radiometry', 'environment', 'toc', 'ndvi', 'vegetation']",{}
stac.terrascope.be,stac,https://stac.terrascope.be,public,terrascope-probav-s1-toc-ndvi-100m-hdf-v2,PROBA-V S1 TOC NDVI 100 m HDF - Collection 2,['thumbnail'],"PROBA-V S1 TOC NDVI 100 m HDF: NDVI band only, daily, HDF format - Collection 2.",,"['vito', 'terrascope', 'esa', 'orthoimagery', 'proba-v', 'level-3', 'radiometry', 'environment', 'toc', 'ndvi', 'vegetation', 'vgt']",{}
