provider,api_type,url,access,collection_id,collection_title,collection_assets,notes,product_count,theme_labels,theme_scores
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRS_CPR_MAT_3.2,"AIRS-CloudSat cloud mask, radar reflectivities, and cloud classification matchups V3.2 (AIRS_CPR_MAT) at GES DISC","['3', 'browse', 'thumbnail', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_AIRS_CloudSat_AIRS_CPR_MAT_3_2_', 's3_credentials', 's3_credentials_documentation', 'metadata']","This is AIRS-CloudSat collocated subset, in NetCDF-4 format. These data contain collocated: AIRS Level 1b radiances spectra, CloudSat radar reflectivities, and MODIS cloud mask. These data are created within the frames of the MEaSUREs project. 

The basic task is to bring together retrievals of water vapor and cloud properties from multiple ""A-train"" instruments (AIRS, AMSR-E, MODIS, AMSU, MLS, CloudSat), classify each ""scene"" (instrument look) using the cloud information, and develop a merged, ",,"['EARTH SCIENCE', 'ATMOSPHERE', 'CLOUDS']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRXAMAP_005,AIRS/Aqua Granule map product V005 (AIRXAMAP) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_Level1/AIRXAMAP', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_Level1_AIRXAMAP_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The Atmospheric Infrared Sounder (AIRS) is a grating spectrometer (R = 1200) aboard the second Earth Observing System (EOS) polar-orbiting platform, EOS Aqua. In combination with the Advanced Microwave Sounding Unit (AMSU) and the Humidity Sounder for Brazil (HSB), AIRS constitutes an innovative atmospheric sounding group of visible, infrared, and microwave sensors. An AIRS granule has been set as 6 minutes of data, 30 footprints cross track by 45 lines along track. The AIRS Granule Map Product ",,"['EARTH SCIENCE', 'SPECTRAL/ENGINEERING', 'INFRARED WAVELENGTHS', 'INFRARED RADIANCE', 'GRANULE COVERAGE', 'MICROWAVE', 'BRIGHTNESS TEMPERATURE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRABRAD_005,AIRS/Aqua L1B AMSU (A1/A2) geolocated and calibrated brightness temperatures V005 (AIRABRAD) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_Level1/AIRABRAD', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_Level1_AIRABRAD_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The Atmospheric Infrared Sounder (AIRS) is a grating spectrometer (R = 1200) aboard the second Earth Observing System (EOS) polar-orbiting platform, EOS Aqua. In combination with the Advanced Microwave Sounding Unit (AMSU) and the Humidity Sounder for Brazil (HSB), AIRS constitutes an innovative atmospheric sounding group of visible, infrared, and microwave sensors. The AMSU-A instrument is co-aligned with AIRS so that successive blocks of 3 x 3 AIRS footprints are contained within one AMSU-A fo",,"['EARTH SCIENCE', 'SPECTRAL/ENGINEERING', 'MICROWAVE', 'BRIGHTNESS TEMPERATURE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRXBCAL_005,AIRS/Aqua L1B Calibration subset V005 (AIRXBCAL) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_Level2/AIRXBCAL', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protectedAqua_AIRS_Level2_AIRXBCAL_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The Atmospheric Infrared Sounder (AIRS) is a grating spectrometer (R = 1200) aboard the second Earth Observing System (EOS) polar-orbiting platform, EOS Aqua. In combination with the Advanced Microwave Sounding Unit (AMSU) and the Humidity Sounder for Brazil (HSB), AIRS constitutes an innovative atmospheric sounding group of visible, infrared, and microwave sensors. AIRS/Aqua Level-1B calibration subset including clear cases, special calibration sites, random nadir spots, and high clouds. The AI",,"['EARTH SCIENCE', 'ATMOSPHERE', 'ATMOSPHERIC RADIATION', 'LONGWAVE RADIATION', 'SHORTWAVE RADIATION', 'OCEANS', 'OCEAN HEAT BUDGET', 'SPECTRAL/ENGINEERING', 'INFRARED WAVELENGTHS', 'INFRARED FLUX', 'INFRARED RADIANCE', 'THERMAL INFRARED']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRHBRAD_005,AIRS/Aqua L1B HSB geolocated and calibrated brightness temperatures V005 (AIRHBRAD) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_Level1/AIRHBRAD', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_Level1_AIRHBRAD_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The Atmospheric Infrared Sounder (AIRS) is a grating spectrometer (R = 1200) aboard the second Earth Observing System (EOS) polar-orbiting platform, EOS Aqua. In combination with the Advanced Microwave Sounding Unit (AMSU) and the Humidity Sounder for Brazil (HSB), AIRS constitutes an innovative atmospheric sounding group of visible, infrared, and microwave sensors. The HSB level 1B data set contains HSB calibrated and geolocated brightness temperatures in degrees Kelvin. This data set is genera",,"['EARTH SCIENCE', 'SPECTRAL/ENGINEERING', 'MICROWAVE', 'BRIGHTNESS TEMPERATURE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRIBRAD_005,AIRS/Aqua L1B Infrared (IR) geolocated and calibrated radiances V005 (AIRIBRAD) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_Level1/AIRIBRAD', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_Level1_AIRIBRAD_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","
WARNING: On 2021/09/23 the EOS Aqua executed a Deep Space Maneuver (DSM). In the DSM, the spacecraft is turned such that the normal Earth field of regard is deep space.

The thermal impact of the DSM caused a shift of the centroids of spectral response functions (SRF) of about 1% of the width of the SRF, equivalent to a frequency shift of 9 parts per million. This shift is reflected in the “spectral_freq” parameter (observed frequencies) in the L1b v5 files for each 6 minute granule. The magnit",,"['EARTH SCIENCE', 'ATMOSPHERE', 'AEROSOLS', 'DUST/ASH/SMOKE', 'ATMOSPHERIC CHEMISTRY', 'SULFUR COMPOUNDS', 'SULFUR DIOXIDE', 'SPECTRAL/ENGINEERING', 'INFRARED WAVELENGTHS', 'INFRARED RADIANCE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRSAQIRL1B_8.0,AIRS/Aqua L1B Infrared (IR) geolocated and calibrated radiances V8.0 (AIRSAQIRL1B) at GES DISC at GES DISC,"['8', 'browse', 'thumbnail', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_Level1_AIRSAQIRL1B_8_0_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The Atmospheric Infrared Sounder (AIRS) is a grating spectrometer (R = 1200) aboard the second Earth Observing System (EOS) polar-orbiting platform, EOS Aqua. In combination with the Advanced Microwave Sounding Unit (AMSU) and the Humidity Sounder for Brazil (HSB), AIRS constitutes an innovative atmospheric sounding group of visible, infrared, and microwave sensors. The AIRS Infrared (IR) level 1B data set contains AIRS calibrated and geolocated radiances in milliWatts/m^2/cm^-1/steradian for 23",,"['EARTH SCIENCE', 'ATMOSPHERE', 'AEROSOLS', 'DUST/ASH/SMOKE', 'ATMOSPHERIC CHEMISTRY', 'SULFUR COMPOUNDS', 'SULFUR DIOXIDE', 'SPECTRAL/ENGINEERING', 'INFRARED WAVELENGTHS', 'INFRARED RADIANCE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRIBQAP_005,AIRS/Aqua L1B Infrared (IR) quality assurance subset V005 (AIRIBQAP) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_Level1/AIRIBQAP', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_Level1_AIRIBQAP_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The Atmospheric Infrared Sounder (AIRS) is a grating spectrometer (R = 1200) aboard the second Earth Observing System (EOS) polar-orbiting platform, EOS Aqua. In combination with the Advanced Microwave Sounding Unit (AMSU) and the Humidity Sounder for Brazil (HSB), AIRS constitutes an innovative atmospheric sounding group of visible, infrared, and microwave sensors. The AIRS IR Level 1B QA Subset contains Quality Assurance (QA) parameters that a user of may use to filter AIRS IR Level 1B radianc",,"['EARTH SCIENCE', 'SPECTRAL/ENGINEERING', 'INFRARED WAVELENGTHS', 'INFRARED RADIANCE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRABRAD_NRT_005,AIRS/Aqua L1B Near Real Time (NRT) AMSU (A1/A2) geolocated and calibrated brightness temperatures V005 (AIRABRAD_NRT) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_NRT/AIRABRAD_NRT', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_NRT_AIRABRAD_NRT_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The AMSU-A Level 1B Near Real Time (NRT) product (AIRABRAD_NRT_005) differs from the routine product (AIRABRAD_005) in 2 ways to meet the three hour latency requirements of the Land Atmosphere NRT Capability Earth Observing System (LANCE): (1) The NRT granules are produced without previous or subsequent granules if those granules are not available within 5 minutes, (2) the predictive ephemeris/attitude data are used rather than the definitive ephemeris/attitude. The consequences of these differe",,"['EARTH SCIENCE', 'SPECTRAL/ENGINEERING', 'MICROWAVE', 'BRIGHTNESS TEMPERATURE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRIBRAD_NRT_BUFR_005,AIRS/Aqua L1B Near Real Time (NRT) Infrared (IR) geolocated and calibrated radiances in BUFR format V005 (AIRIBRAD_NRT_BUFR) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_NRT/AIRIBRAD_NRT_BUFR', 'nasa', 'provider_metadata', 'metadata']","WARNING: On 2021/09/23 the EOS Aqua executed a Deep Space Maneuver (DSM). In the DSM, the spacecraft is turned such that the normal Earth field of regard is deep space.

The thermal impact of the DSM caused a shift of the centroids of spectral response functions (SRF) of about 1% of the width of the SRF, equivalent to a frequency shift of 9 parts per million. This shift is reflected in the “spectral_freq” parameter (observed frequencies) in the L1b v5 files for each 6 minute granule. The magnitu",,"['EARTH SCIENCE', 'ATMOSPHERE', 'AEROSOLS', 'DUST/ASH/SMOKE', 'ATMOSPHERIC CHEMISTRY', 'SULFUR COMPOUNDS', 'SULFUR DIOXIDE', 'SPECTRAL/ENGINEERING', 'INFRARED WAVELENGTHS', 'INFRARED RADIANCE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRIBRAD_NRT_005,AIRS/Aqua L1B Near Real Time (NRT) Infrared (IR) geolocated and calibrated radiances V005 (AIRIBRAD_NRT) at GES DISC,"['browse', 'thumbnail_0', 'thumbnail_1', 'gov/data/Aqua_AIRS_NRT/AIRIBRAD_NRT', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_NRT_AIRIBRAD_NRT_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","
WARNING: On 2021/09/23 the EOS Aqua executed a Deep Space Maneuver (DSM). In the DSM, the spacecraft is turned such that the normal Earth field of regard is deep space.

The thermal impact of the DSM caused a shift of the centroids of spectral response functions (SRF) of about 1% of the width of the SRF, equivalent to a frequency shift of 9 parts per million. This shift is reflected in the “spectral_freq” parameter (observed frequencies) in the L1b v5 files for each 6 minute granule. The magnit",,"['EARTH SCIENCE', 'ATMOSPHERE', 'AEROSOLS', 'DUST/ASH/SMOKE', 'ATMOSPHERIC CHEMISTRY', 'SULFUR COMPOUNDS', 'SULFUR DIOXIDE', 'SPECTRAL/ENGINEERING', 'INFRARED WAVELENGTHS', 'INFRARED RADIANCE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRSAQIRL1B_NRT_8.0,AIRS/Aqua L1B Near Real Time (NRT) Infrared (IR) geolocated and calibrated radiances V8.0 (AIRSAQIRL1B_NRT) at GES DISC,"['8', 'browse', 'thumbnail', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_NRT_AIRSAQIRL1B_NRT_8_0_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The Atmospheric Infrared Sounder (AIRS) is a grating spectrometer (R = 1200) aboard the second Earth Observing System (EOS) polar-orbiting platform, EOS Aqua. In combination with the Advanced Microwave Sounding Unit (AMSU) and the Humidity Sounder for Brazil (HSB), AIRS constitutes an innovative atmospheric sounding group of visible, infrared, and microwave sensors. The AIRS Infrared (IR) level 1B data set contains AIRS calibrated and geolocated radiances in milliWatts/m^2/cm^-1/steradian for 23",,"['EARTH SCIENCE', 'ATMOSPHERE', 'AEROSOLS', 'DUST/ASH/SMOKE', 'ATMOSPHERIC CHEMISTRY', 'SULFUR COMPOUNDS', 'SULFUR DIOXIDE', 'SPECTRAL/ENGINEERING', 'INFRARED WAVELENGTHS', 'INFRARED RADIANCE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRIBQAP_NRT_005,AIRS/Aqua L1B Near Real Time (NRT) Infrared (IR) quality assurance subset V005 (AIRIBQAP_NRT) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_NRT/AIRIBQAP_NRT', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_NRT_AIRIBQAP_NRT_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The AIRS Level 1B Near Real Time (NRT) product (AIRIBQAP_NRT_005) differs from the routine product (AIRIBQAP_005) in 2 ways to meet the three hour latency requirements of the Land Atmosphere NRT Capability Earth Observing System (LANCE): (1) The NRT granules are produced without previous or subsequent granules if those granules are not available within 5 minutes, (2) the predictive ephemeris/attitude data are used rather than the definitive ephemeris/attitude. The consequences of these differenc",,"['EARTH SCIENCE', 'SPECTRAL/ENGINEERING', 'INFRARED WAVELENGTHS', 'INFRARED RADIANCE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRVBRAD_NRT_005,AIRS/Aqua L1B Near Real Time (NRT) Visible/Near Infrared (VIS/NIR) geolocated and calibrated radiances V005 (AIRVBRAD_NRT) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_NRT/AIRVBRAD_NRT', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_NRT_AIRVBRAD_NRT_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The AIRS Visible/Near Infrared (VIS/NIR) Level 1B Near Real Time (NRT) product (AIRVBRAD_NRT_005) differs from the routine product (AIRVBRAD_005) in 2 ways to meet the three hour latency requirements of the Land Atmosphere NRT Capability Earth Observing System (LANCE): (1) The NRT granules are produced without previous or subsequent granules if those granules are not available within 5 minutes, (2) the predictive ephemeris/attitude data are used rather than the definitive ephemeris/attitude. The",,"['EARTH SCIENCE', 'SPECTRAL/ENGINEERING', 'VISIBLE WAVELENGTHS', 'VISIBLE RADIANCE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRVBQAP_NRT_005,AIRS/Aqua L1B Near Real Time (NRT) Visible/Near Infrared (VIS/NIR) quality assurance subset V005 (AIRVBQAP_NRT) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_NRT/AIRVBQAP_NRT', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_NRT_AIRVBQAP_NRT_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The AIRS Level 1B Near Real Time (NRT) product (AIRVBQAP_NRT_005) differs from the routine product (AIRVBQAP_005) in 2 ways to meet the three hour latency requirements of the Land Atmosphere NRT Capability Earth Observing System (LANCE): (1) The NRT granules are produced without previous or subsequent granules if those granules are not available within 5 minutes, (2) the predictive ephemeris/attitude data are used rather than the definitive ephemeris/attitude. The consequences of these differenc",,"['EARTH SCIENCE', 'SPECTRAL/ENGINEERING', 'INFRARED WAVELENGTHS', 'INFRARED RADIANCE', 'VISIBLE WAVELENGTHS', 'VISIBLE RADIANCE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/GES_DISC,public,AIRVBRAD_005,AIRS/Aqua L1B Visible/Near Infrared (VIS/NIR) geolocated and calibrated radiances V005 (AIRVBRAD) at GES DISC,"['browse', 'thumbnail', 'gov/data/Aqua_AIRS_Level1/AIRVBRAD', 'nasa', 'provider_metadata', 's3_gesdisc_cumulus_prod_protected_Aqua_AIRS_Level1_AIRVBRAD_005_', 's3_credentials', 's3_credentials_documentation', 'metadata']","The Atmospheric Infrared Sounder (AIRS) is a grating spectrometer (R = 1200) aboard the second Earth Observing System (EOS) polar-orbiting platform, EOS Aqua. In combination with the Advanced Microwave Sounding Unit (AMSU) and the Humidity Sounder for Brazil (HSB), AIRS constitutes an innovative atmospheric sounding group of visible, infrared, and microwave sensors. The VIS/NIR level 1B data set contains visible and near-infrared calibrated and geolocated radiances in W/m^2/micron/steradian. Thi",,"['EARTH SCIENCE', 'SPECTRAL/ENGINEERING', 'VISIBLE WAVELENGTHS', 'VISIBLE RADIANCE']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_ESI_2000_2000.00,2000 Pilot Environmental Sustainability Index (ESI),"['nasa', 'metadata']","The 2000 Pilot Environmental Sustainability Index (ESI) is an exploratory effort to construct an index that measures the ability of a nation's economy to achieve sustainable development, with the long term goal of finding a single indicator for environmental sustainability analagous to that of the Gross Domestic Product (GDP). The index covering 56 countries is a composite measure of the current status of a nation's environmental systems, pressures on those systems, human vulnerability to enviro",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'ENVIRONMENTAL IMPACTS', 'CONSERVATION', 'ENVIRONMENTAL GOVERNANCE/MANAGEMENT', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'WATER RESOURCES', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_ESI_2001_2001.00,2001 Environmental Sustainability Index (ESI),"['nasa', 'metadata']","The 2001 Environmental Sustainability Index (ESI) utilizes a refined methodology based on the 2000 Pilot ESI effort, to construct an index covering 122 countries that measures the overall progress towards environmental sustainability. The index is a composite measure of the current status of a nation's environmental systems, pressures on those systems, human vulnerability to environmental change, national capacity to respond, and contributions to global environmental stewardship. The refinements",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'ENVIRONMENTAL IMPACTS', 'CONSERVATION', 'ENVIRONMENTAL GOVERNANCE/MANAGEMENT', 'WATER RESOURCES', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_ESI_2002_2002.00,2002 Environmental Sustainability Index (ESI),"['nasa', 'metadata']","The 2002 Environmental Sustainability Index (ESI) measures overall progress toward environmental sustainability for 142 countries based on  environmental systems, stresses, human vulnerability, social and institutional capacity and global stewardship. The addition of a climate change indicator, reduction in number of capacity indicators, and  an improved imputation methodology contributed to an improvement from the 2001 ESI. The index was unveiled at the World Economic Forum's annual meeting, Ja",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'ENVIRONMENTAL IMPACTS', 'CONSERVATION', 'ENVIRONMENTAL GOVERNANCE/MANAGEMENT', 'PUBLIC HEALTH', 'ENVIRONMENTAL HEALTH FACTORS', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_ESI_2005_2005.00,2005 Environmental Sustainability Index (ESI),"['nasa', 'metadata']","The 2005 Environmental Sustainability Index (ESI) is a measure of overall progress towards environmental sustainability, developed for 146 countries.  The index provides a composite profile of national environmental stewardship based on a compilation of 21 indicators derived from 76 underlying data sets. The 2005 version of the ESI represents a significant update and improvement on earlier versions; the country ESI scores or rankings should not be compared to earlier versions because of changes ",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'ENVIRONMENTAL IMPACTS', 'CONSERVATION', 'PUBLIC HEALTH', 'ENVIRONMENTAL HEALTH FACTORS', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_EPI_2008_2008.00,2008 Environmental Performance Index (EPI),"['nasa', 'metadata']","The 2008 Environmental Performance Index (EPI) centers on two broad environmental protection objectives: (1) reducing environmental stresses on human health, and (2) promoting ecosystem vitality and sound natural resource management. Derived from a careful review of the environmental literature, these twin goals mirror the priorities expressed by policymakers. Environmental health and ecosystem vitality are gauged using 25 indicators tracked in six well-established policy categories: Environment",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'ENVIRONMENTAL IMPACTS', 'CONSERVATION', 'ENVIRONMENTAL GOVERNANCE/MANAGEMENT', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_EPI_2010_2010.00,2010 Environmental Performance Index (EPI),"['nasa', 'metadata']","The 2010 Environmental Performance Index (EPI) ranks 163 countries on environmental performance based on twenty-five indicators grouped within ten core policy categories addressing environmental health, air quality, water resource management, biodiversity and habitat, forestry, fisheries, agriculture, and climate change in the context of two broad objectives: environmental health and ecosystem vitality. The EPIï¿½s proximity-to-target methodology facilitates cross-country comparisons  among econ",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'ENVIRONMENTAL IMPACTS', 'CONSERVATION', 'ENVIRONMENTAL GOVERNANCE/MANAGEMENT', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_EPI_2012_2012.00,2012 Environmental Performance Index and Pilot Trend Environmental Performance Index,"['nasa', 'metadata']","The 2012 Environmental Performance Index (EPI) ranks 132 countries on 22 performance indicators in the following 10 policy categories:  environmental burden of disease, water (effects on human health), air pollution (effects on human health), air pollution (ecosystem effects), water resources (ecosystem effects), biodiversity and habitat, forestry, fisheries, agriculture and climate change. These categories track performance and progress on two broad policy objectives, environmental health and e",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'ENVIRONMENTAL GOVERNANCE/MANAGEMENT', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_EPI_2014_2014.00,2014 Environmental Performance Index (EPI),"['nasa', 'metadata']","The 2014 Environmental Performance Index (EPI) ranks 178 countries on 20 performance indicators in the following 9 policy categories: health impacts, air quality, water and sanitation, water resources, agriculture, forests, fisheries, biodiversity and habitat, and climate and energy. These categories track performance and progress on two broad policy objectives, environmental health and ecosystem vitality. The EPI's proximity-to-target methodology facilitates cross-country comparisons among econ",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'ENVIRONMENTAL GOVERNANCE/MANAGEMENT', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_USPAT_USUEXT2015_1.0,2015 Urban Extents from VIIRS and MODIS for the Continental U.S. Using Machine Learning Methods,"['nasa', 'metadata']","The 2015 Urban Extents from VIIRS and MODIS for the Continental U.S. Using Machine Learning Methods data set models urban settlements in the Continental United States (CONUS) as of 2015. When applied to the combination of daytime spectral and nighttime lights satellite data, the machine learning methods achieved high accuracy at an intermediate-resolution of 500 meters at large spatial scales. The input data for these models were two types of satellite imagery: Visible Infrared Imaging Radiomete",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'BOUNDARIES']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_EPI_2016_2016.00,2016 Environmental Performance Index (EPI),"['nasa', 'metadata']","The 2016 Environmental Performance Index (EPI) ranks 180 countries on 20 performance indicators in the following 9 policy categories: health impacts, air quality, water and sanitation, water resources, agriculture, forests, fisheries, biodiversity and habitat, and climate and energy. These categories track performance and progress on two broad policy objectives, environmental health and ecosystem vitality. The EPI's proximity-to-target methodology facilitates cross-country comparisons among econ",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'ENVIRONMENTAL GOVERNANCE/MANAGEMENT', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_EPI_2018_2018.00,2018 Environmental Performance Index (EPI),"['nasa', 'metadata']","The 2018 Environmental Performance Index (EPI) ranks 180 countries on 24 performance indicators in the following 10 issue categories: air quality, water and sanitation, heavy metals, biodiversity and habitat, forests, fisheries, climate and energy, air pollution, water resources, and agriculture. These categories track performance and progress on two broad policy objectives, environmental health and ecosystem vitality. The EPI's proximity-to-target methodology facilitates cross-country compariso",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'ENVIRONMENTAL GOVERNANCE/MANAGEMENT', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
cmr.earthdata.nasa.gov,stac,https://cmr.earthdata.nasa.gov/stac/ESDIS,public,CIESIN_SEDAC_EPI_2020_2020.00,2020 Environmental Performance Index (EPI),"['nasa', 'metadata']","The 2020 Environmental Performance Index (EPI) ranks 180 countries on 32 performance indicators in the following 11 issue categories: air quality, sanitation and drinking water, heavy metals, waste management, biodiversity and habitat, ecosystem services, fisheries, climate change, pollution emissions, agriculture, and water resources. These categories track performance and progress on two broad policy objectives, environmental health and ecosystem vitality. The EPI's proximity-to-target methodo",,"['EARTH SCIENCE', 'HUMAN DIMENSIONS', 'SUSTAINABILITY', 'ENVIRONMENTAL SUSTAINABILITY', 'ENVIRONMENTAL GOVERNANCE/MANAGEMENT', 'CLIMATE CHANGE RESPONSES', 'CLIMATE ADAPTATION']",{}
